7.17602E+17,b'MachineProfiles',4/6/16 6:37,b'Mass General will use artificial intelligence to improve hospital care (Apr-2016) https://t.co/vDjW2jKN4I https://t.co/OMOyQmeWKr'
7.17602E+17,b'ell_smyth',4/6/16 6:37,b'Amazon hires team behind deep learning startup Orbeus - VentureBeat https://t.co/LifRyWUuBl'
7.17602E+17,b'InfluencerTweet',4/6/16 6:37,b'Deep Learning: 5 People You Should Know in This Important Field https://t.co/PGZWlJliCA'
7.17602E+17,b'aparanjape',4/6/16 6:36,"b'Blockchain enabled Bitcoin solution for IoT, leveraging AI &amp; Deep Learning to analyze Big Data in Cloud \n\n@ScottAdamsSays Idea for Asok? :-)'"
7.17602E+17,b'AINewsletter',4/6/16 6:36,"b""RT @engadget NVIDIA's insane DGX-1 is a computer tailor-made for deep learning https://t.co/hbfHep7CE1 https://t.co/oobgiFhvg4"""
7.17602E+17,b'FGraillot',4/6/16 6:35,b'Great overview of the #AI industry &amp; who will lead the #DeepLearning space. #MachineLearning via @amitkarp https://t.co/OSeSZbT1wu'
7.17601E+17,b'VanRijmenam',4/6/16 6:35,b'NVIDIA Delivers Massive Performance Leap for Deep Learning with NVIDIA Tesla P100 Accelerators #BigData https://t.co/LPcHgxUHBe'
7.17601E+17,b'homeAIinfo',4/6/16 6:34,b'Tesla P100 A New Age Of Technology For Deep Learning\xc2\xa0Computing https://t.co/SPiB2vEpJC https://t.co/DDgSxqEUHc'
7.17601E+17,b'legendary_tim',4/6/16 6:34,b'Amazon hires team behind deep learning startup\xc2\xa0Orbeus https://t.co/aYqYePmWb7 #startup'
7.17601E+17,b'hardware88',4/6/16 6:33,"b'Meet the US$129,000 NVIDIA DGX-1 deep learning supercomputer: Purpose built and engineered for deep learning, the\xe2\x80\xa6 https://t.co/2S92G9uJjF'"
7.17601E+17,b'latest8pc',4/6/16 6:33,"b'Meet the US$129,000 NVIDIA DGX-1 deep learning supercomputer: Purpose built and engineered for deep learning, the\xe2\x80\xa6 https://t.co/7NPUOUQAkB'"
7.17601E+17,b'sandishsany',4/6/16 6:32,b'RT @BigCloudTeam: Deep learning will be huge \xe2\x80\x94 and here\xe2\x80\x99s who will dominate it https://t.co/zyzxJPuU5u #DeepLearning #MachineLearning https\xe2\x80\xa6'
7.17601E+17,b'SecNewsBot',4/6/16 6:31,"b""Hacker News - Nvidia 's insane DGX-1 is a computer tailor-made for deep learning https://t.co/g3i76pQ3yL"""
7.17601E+17,b'sandishsany',4/6/16 6:31,"b'RT @BigCloudTeam: #Salesforce buys hot #deeplearning #startup #MetaMind, services shutting down May 4 https://t.co/tWaGbBTN2L https://t.co/\xe2\x80\xa6'"
7.176E+17,b'nschaetti',4/6/16 6:30,b'RT @NatalieMendes0: @CraigMilroy @iggypintado 1. Take on the digital disruption 2. hire a data journalist 3. Know deep learning 4. Become a\xe2\x80\xa6'
7.176E+17,b'nschaetti',4/6/16 6:30,b'RT @DeeplearningSoc: Deep Learning Applications for Smart cities https://t.co/bRdd0OHziQ #deeplearning'
7.176E+17,b'nschaetti',4/6/16 6:30,b'RT @hatebutech: GitHub - tflearn/tflearn: Deep learning library featuring a higher-level API for TensorFlow. https://t.co/Fzk8bSwFiU'
7.176E+17,b'alpinegizmo',4/6/16 6:30,b'Nvidia creates a 15B-transistor chip for deep learning - VentureBeat https://t.co/IZvWoQdBUu by @deantak'
7.176E+17,b'xiqai',4/6/16 6:30,b'@Salesforce has acquired AI deep learning startup @MetaMind https://t.co/jVUkgH3FtO \n#startup #siliconvalley #venturecapital via @xiqai'
7.176E+17,b'dagnu46',4/6/16 6:29,"b""NVIDIA's insane DGX-1 is a computer tailor-made for deep learning https://t.co/T2zC4gNiFl via @engadget"""
7.176E+17,b'mattesmattes',4/6/16 6:29,b'RT @nilsgrabbert: Nvidia creates a 15B-transistor chip for #deeplearning | VentureBeat  - https://t.co/bjG5rDdMFl'
7.176E+17,b'weidingerlaura',4/6/16 6:28,"b""'Those most knowledgeable on #AI are actively sounding alarms bells for a #universalbasicincome' @AmcAfee @2noame https://t.co/vxJkCbqzlB"""
7.176E+17,b'IdleWog',4/6/16 6:27,b'here comes the beast : https://t.co/hjFisIjOx1'
7.17599E+17,b'barthapz',4/6/16 6:26,b'RT @newsycombinator: The Nvidia DGX-1 Deep Learning Supercomputer in a Box https://t.co/zll5G5pIhK'
7.17599E+17,b'Sutzpah',4/6/16 6:25,b'The deep learning monster rig is here! :o #nvidia #dgx1 #DeepLearning #hpc #gpu #supercomputer #woah https://t.co/rFOkERpPnK'
